"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","id_cp_interaction","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","modulatory_effect"
"CYP11A1+FDX1+FDX2+FDXR-NR1I2","Steroids","Pregnenolone_byCYP11A1","NR1I2","","","","","Ligand-Receptor","CYP11A1+FDX1+FDX2+FDXR-NR1I2",NA,"curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"HSD17B12-AR","Steroids","Testosterone_byHSD17B12","AR","","","","","Ligand-Receptor","HSD17B12-AR",NA,"curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"HSD17B3-AR","Steroids","Testosterone_byHSD17B3","AR","","","","","Ligand-Receptor","HSD17B3-AR",NA,"curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"ANGPT1-TEK","Angiopoietin","ANGPT1","TEK","","","","","Ligand-Receptor","ANGPT1-TEK",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"ANGPT2-TEK","Angiopoietin","ANGPT2","TEK","","","","","Ligand-Receptor","ANGPT2-TEK",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"ANGPT4-TEK","Angiopoietin","ANGPT4","TEK","","","","","Ligand-Receptor","ANGPT4-TEK",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"AGT-AGTR1","Angiotensinogen","AGT","AGTR1","","","","","Ligand-Receptor","AGT-AGTR1",NA,"curated","uniprot","True","LGarciaAlonso","R-HSA-389873","","",NA,"","CellPhoneDBcore<=4.1",""
"AGT-AGTR2","Angiotensinogen","AGT","AGTR2","","","","","Ligand-Receptor","AGT-AGTR2",NA,"curated","uniprot","True","LGarciaAlonso","R-HSA-389873","","",NA,"","CellPhoneDBcore<=4.1",""
"ANXA1-FPR1","Annexin","ANXA1","FPR1","","","","","Ligand-Receptor","ANXA1-FPR1",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"ANXA1-FPR2","Annexin","ANXA1","FPR2","","","","","Ligand-Receptor","ANXA1-FPR2",NA,"curated","PMID:22610094;reactome","True","RVentoTormo","R-HSA-416459","","",NA,"","CellPhoneDBcore<=4.1",""
"ANXA1-FPR3","Annexin","ANXA1","FPR3","","","","","Ligand-Receptor","ANXA1-FPR3",NA,"curated","reactome","True","LGarciaAlonso","R-HSA-444847","R-HSA-444476","",NA,"","CellPhoneDBcore<=4.1",""
"APELA-APLNR","Apelin","APELA","APLNR","","","","","Ligand-Receptor","APELA-APLNR",NA,"curated","uniprot","True","LGarciaAlonso","R-HSA-374316","","",NA,"","CellPhoneDBcore<=4.1",""
"APLN-APLNR","Apelin","APLN","APLNR","","","","","Ligand-Receptor","APLN-APLNR",NA,"curated","uniprot","True","LGarciaAlonso","R-HSA-374316","","",NA,"","CellPhoneDBcore<=4.1",""
"APOA1-ABCA1","Apolipoprotein","APOA1","ABCA1","","","","","Ligand-Receptor","APOA1-ABCA1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-216727","",NA,"","CellPhoneDBcore<=4.1",""
"APOA1-AMN+CUBN","Apolipoprotein","APOA1","CUBN_AMN_complex","","","","","Ligand-Receptor","APOA1-AMN+CUBN",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-264848","",NA,"","CellPhoneDBcore<=4.1",""
"APOA1-TREM2+TYROBP","Apolipoprotein","APOA1","TREM2_receptor","","","","","Ligand-Receptor","APOA1-TREM2+TYROBP",NA,"curated","uniprot;PMID:27477018","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"APOA2-TREM2+TYROBP","Apolipoprotein","APOA2","TREM2_receptor","","","","","Ligand-Receptor","APOA2-TREM2+TYROBP",NA,"curated","uniprot;PMID:27477017","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"APOB-APOBR","Apolipoprotein","APOB","APOBR","","","","","Ligand-Receptor","APOB-APOBR",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"APOB-TREM2+TYROBP","Apolipoprotein","APOB","TREM2_receptor","","","","","Ligand-Receptor","APOB-TREM2+TYROBP",NA,"curated","uniprot;PMID:27477016","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"APOE-TREM2+TYROBP","Apolipoprotein","APOE","TREM2_receptor","","","","","Ligand-Receptor","APOE-TREM2+TYROBP",NA,"curated","uniprot;PMID:27477015","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLA-CNR1","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLA","CNR1","","","","","Ligand-Receptor","DAGLA-CNR1",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLA-CNR2","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLA","CNR2","","","","","Ligand-Receptor","DAGLA-CNR2",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLA-GPR55","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLA","GPR55","","","","","Ligand-Receptor","DAGLA-GPR55",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLB-CNR1","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLB","CNR1","","","","","Ligand-Receptor","DAGLB-CNR1",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLB-CNR2","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLB","CNR2","","","","","Ligand-Receptor","DAGLB-CNR2",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"DAGLB-GPR55","Arachidonoylglycerol","2arachidonoylglycerol_byDAGLB","GPR55","","","","","Ligand-Receptor","DAGLB-GPR55",NA,"curated","reactome","False","LGarciaAlonso","","R-HSA-419426","",NA,"","CellPhoneDBcore<=4.1",""
"NGF-NGFR","Beta-nerve growth factor","NGF","NGFR","","","","","Ligand-Receptor","NGF-NGFR",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"NGF-NTRK1","Beta-nerve growth factor","NGF","NTRK1","","","","","Ligand-Receptor","NGF-NTRK1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"NGF-SORT1","Beta-nerve growth factor","NGF","SORT1","","","","","Ligand-Receptor","NGF-SORT1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP10-ACVR2A+ACVRL1","BMP","BMP10","ACVL1_ACVR2A","","","","","Ligand-Receptor","BMP10-ACVR2A+ACVRL1",NA,"curated","PMID:25136781","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP10-ACVRL1+BMPR2","BMP","BMP10","ACVL1_BMPR2","","","","","Ligand-Receptor","BMP10-ACVRL1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP15-BMPR1B+BMPR2","BMP","BMP15","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP15-BMPR1B+BMPR2",NA,"curated","PMID:22710174;PMID:12419820","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP15+GDF2-ACVR1B+BMPR1B+BMPR2","BMP","BMP9_BMP15","BMPR1B_BMPR2_ACVR1B","","","","","Ligand-Receptor","BMP15+GDF2-ACVR1B+BMPR1B+BMPR2",NA,"curated","PMID:1218020110","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-ACVR2A+BMPR1A","BMP","BMP2","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP2-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-ACVR2A+BMPR1B","BMP","BMP2","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP2-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-ACVR2B+BMPR1A","BMP","BMP2","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP2-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-ACVR2B+BMPR1B","BMP","BMP2","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP2-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-BMPR1A+BMPR2","BMP","BMP2","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP2-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP2-BMPR1B+BMPR2","BMP","BMP2","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP2-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-ACVR2A+BMPR1A","BMP","BMP4","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP4-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-ACVR2A+BMPR1B","BMP","BMP4","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP4-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-ACVR2B+BMPR1A","BMP","BMP4","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP4-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-ACVR2B+BMPR1B","BMP","BMP4","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP4-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-BMPR1A+BMPR2","BMP","BMP4","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP4-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP4-BMPR1B+BMPR2","BMP","BMP4","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP4-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR1+ACVR2A","BMP","BMP5","ACVR_1A2A_receptor","","","","","Ligand-Receptor","BMP5-ACVR1+ACVR2A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR1+ACVR2B","BMP","BMP5","ACVR_1A2B_receptor","","","","","Ligand-Receptor","BMP5-ACVR1+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR1+BMPR2","BMP","BMP5","ACVR1_BMPR2","","","","","Ligand-Receptor","BMP5-ACVR1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR2A+BMPR1A","BMP","BMP5","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP5-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR2A+BMPR1B","BMP","BMP5","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP5-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR2B+BMPR1A","BMP","BMP5","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP5-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-ACVR2B+BMPR1B","BMP","BMP5","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP5-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-BMPR1A+BMPR2","BMP","BMP5","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP5-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP5-BMPR1B+BMPR2","BMP","BMP5","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP5-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR1+ACVR2A","BMP","BMP6","ACVR_1A2A_receptor","","","","","Ligand-Receptor","BMP6-ACVR1+ACVR2A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR1+ACVR2B","BMP","BMP6","ACVR_1A2B_receptor","","","","","Ligand-Receptor","BMP6-ACVR1+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR1+BMPR2","BMP","BMP6","ACVR1_BMPR2","","","","","Ligand-Receptor","BMP6-ACVR1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR2A+BMPR1A","BMP","BMP6","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP6-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR2A+BMPR1B","BMP","BMP6","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP6-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR2B+BMPR1A","BMP","BMP6","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP6-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-ACVR2B+BMPR1B","BMP","BMP6","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP6-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-BMPR1A+BMPR2","BMP","BMP6","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP6-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP6-BMPR1B+BMPR2","BMP","BMP6","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP6-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR1+ACVR2A","BMP","BMP7","ACVR_1A2A_receptor","","","","","Ligand-Receptor","BMP7-ACVR1+ACVR2A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR1+ACVR2B","BMP","BMP7","ACVR_1A2B_receptor","","","","","Ligand-Receptor","BMP7-ACVR1+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR1+BMPR2","BMP","BMP7","ACVR1_BMPR2","","","","","Ligand-Receptor","BMP7-ACVR1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR2A+BMPR1A","BMP","BMP7","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP7-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR2A+BMPR1B","BMP","BMP7","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP7-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR2B+BMPR1A","BMP","BMP7","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP7-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-ACVR2B+BMPR1B","BMP","BMP7","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP7-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-BMPR1A+BMPR2","BMP","BMP7","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP7-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP7-BMPR1B+BMPR2","BMP","BMP7","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP7-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR1+ACVR2A","BMP","BMP8A","ACVR_1A2A_receptor","","","","","Ligand-Receptor","BMP8A-ACVR1+ACVR2A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR1+ACVR2B","BMP","BMP8A","ACVR_1A2B_receptor","","","","","Ligand-Receptor","BMP8A-ACVR1+ACVR2B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR1+BMPR2","BMP","BMP8A","ACVR1_BMPR2","","","","","Ligand-Receptor","BMP8A-ACVR1+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR2A+BMPR1A","BMP","BMP8A","BMR1A_ACR2A","","","","","Ligand-Receptor","BMP8A-ACVR2A+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR2A+BMPR1B","BMP","BMP8A","BMR1B_AVR2A","","","","","Ligand-Receptor","BMP8A-ACVR2A+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR2B+BMPR1A","BMP","BMP8A","BMR1A_AVR2B","","","","","Ligand-Receptor","BMP8A-ACVR2B+BMPR1A",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-ACVR2B+BMPR1B","BMP","BMP8A","BMR1B_AVR2B","","","","","Ligand-Receptor","BMP8A-ACVR2B+BMPR1B",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-BMPR1A+BMPR2","BMP","BMP8A","BMPR1A_BMPR2","","","","","Ligand-Receptor","BMP8A-BMPR1A+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMP8A-BMPR1B+BMPR2","BMP","BMP8A","BMPR1B_BMPR2","","","","","Ligand-Receptor","BMP8A-BMPR1B+BMPR2",NA,"curated","PMID:22710174","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BMPR1B+BMPR2-BMPR1A","BMP","BMPR1B_BMPR2","BMPR1A","","","","","Receptor-Receptor","BMPR1B+BMPR2-BMPR1A",NA,"curated","3evs;_PDB_complex_higher_affinity","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BDNF-NGFR","Brain-derived neurotrophic factor","BDNF","NGFR","","","","","Ligand-Receptor","BDNF-NGFR",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BDNF-NTRK2","Brain-derived neurotrophic factor","BDNF","NTRK2","","","","","Ligand-Receptor","BDNF-NTRK2",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"BDNF-SORT1","Brain-derived neurotrophic factor","BDNF","SORT1","","","","","Ligand-Receptor","BDNF-SORT1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"CALCA-CALCR","Calcitonin","CALCA","CALCR","","","","","Ligand-Receptor","CALCA-CALCR",NA,"curated","uniprot;HMRbase;PMID:7476993","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"CALCA-CALCRL+RAMP1","Calcitonin","CALCA","RAMP1_complex","","","","","Ligand-Receptor","CALCA-CALCRL+RAMP1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"CALCB-CALCR","Calcitonin","CALCB","CALCR","","","","","Ligand-Receptor","CALCB-CALCR",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CALCB-CALCRL+RAMP1","Calcitonin","CALCB","RAMP1_complex","","","","","Ligand-Receptor","CALCB-CALCRL+RAMP1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"CLSTN1-NRXN1","Calsyntenin","CLSTN1","NRXN1","","","","","Ligand-Receptor","CLSTN1-NRXN1",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN1-NRXN2","Calsyntenin","CLSTN1","NRXN2","","","","","Ligand-Receptor","CLSTN1-NRXN2",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN1-NRXN3","Calsyntenin","CLSTN1","NRXN3","","","","","Ligand-Receptor","CLSTN1-NRXN3",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN2-NRXN1","Calsyntenin","CLSTN2","NRXN1","","","","","Ligand-Receptor","CLSTN2-NRXN1",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN2-NRXN2","Calsyntenin","CLSTN2","NRXN2","","","","","Ligand-Receptor","CLSTN2-NRXN2",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN2-NRXN3","Calsyntenin","CLSTN2","NRXN3","","","","","Ligand-Receptor","CLSTN2-NRXN3",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN3-NRXN1","Calsyntenin","CLSTN3","NRXN1","","","","","Ligand-Receptor","CLSTN3-NRXN1",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN3-NRXN2","Calsyntenin","CLSTN3","NRXN2","","","","","Ligand-Receptor","CLSTN3-NRXN2",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CLSTN3-NRXN3","Calsyntenin","CLSTN3","NRXN3","","","","","Ligand-Receptor","CLSTN3-NRXN3",NA,"curated","PMID:29100073","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CTSG-F2RL3","Cathepsin","CTSG","F2RL3","","","","","Ligand-Receptor","CTSG-F2RL3",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CTSG-FPR1","Cathepsin","CTSG","FPR1","","","","","Ligand-Receptor","CTSG-FPR1",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"CCL1-CCR8","Chemokines","CCL1","CCR8","","","","","Ligand-Receptor","CCL1-CCR8",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL11-ACKR2","Chemokines","CCL11","ACKR2","","","","","Ligand-Receptor","CCL11-ACKR2",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL11-CCR3","Chemokines","CCL11","CCR3","","","","","Ligand-Receptor","CCL11-CCR3",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL11-DPP4","Chemokines","CCL11","DPP4","","","","","Ligand-Receptor","CCL11-DPP4",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL13-ACKR2","Chemokines","CCL13","ACKR2","","","","","Ligand-Receptor","CCL13-ACKR2",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL13-CCR2","Chemokines","CCL13","CCR2","","","","","Ligand-Receptor","CCL13-CCR2",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL13-CCR3","Chemokines","CCL13","CCR3","","","","","Ligand-Receptor","CCL13-CCR3",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL14-ACKR2","Chemokines","CCL14","ACKR2","","","","","Ligand-Receptor","CCL14-ACKR2",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL14-CCR1","Chemokines","CCL14","CCR1","","","","","Ligand-Receptor","CCL14-CCR1",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL14-CCR3","Chemokines","CCL14","CCR3","","","","","Ligand-Receptor","CCL14-CCR3",NA,"curated","PMID:24218476","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL15-CCR1","Chemokines","CCL15","CCR1","","","","","Ligand-Receptor","CCL15-CCR1",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL15-CCR3","Chemokines","CCL15","CCR3","","","","","Ligand-Receptor","CCL15-CCR3",NA,"curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL16-CCR1","Chemokines","CCL16","CCR1","","","","","Ligand-Receptor","CCL16-CCR1",NA,"curated","PMID:24218476","True","RVentoTormo","R-HSA-373268","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL16-CCR2","Chemokines","CCL16","CCR2","","","","","Ligand-Receptor","CCL16-CCR2",NA,"curated","PMID:24218476","True","RVentoTormo","R-HSA-373268","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL16-CCR8","Chemokines","CCL16","CCR8","","","","","Ligand-Receptor","CCL16-CCR8",NA,"curated","uniprot;reactome","True","LGarciaAlonso","R-HSA-373268","","",NA,"","CellPhoneDBcore<=4.1",""
"CCL16-HRH4","Chemokines","CCL16","HRH4","","","","","Ligand-Receptor","CCL16-HRH4",NA,"curated","PMID:15265943","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
